RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure
599,15637476,Alexandrova,683,Germany,Female,57,5
600,15714939,Fallaci,484,Germany,Female,34,4
601,15683503,Hudson,601,France,Female,43,8
602,15645569,Mai,762,Spain,Female,26,7
603,15782569,Stout,687,France,Female,72,9
604,15592387,Burke,566,France,Male,30,5
605,15609286,Chadwick,702,France,Male,37,10
606,15814035,Lawrence,601,France,Male,29,9
607,15661249,Bellucci,699,France,Male,53,4
608,15629117,Harper,584,France,Male,28,10
609,15607170,Boyle,699,France,Male,35,5
610,15586585,Duncan,698,Germany,Female,51,2
611,15686611,Moss,495,France,Male,30,10
612,15603203,Avdeyeva,650,France,Female,27,6
613,15619857,Crawford,605,France,Female,64,2
614,15805062,Lynton,667,Spain,Male,38,1
615,15660271,Duncan,688,Germany,Male,26,8
616,15745295,Gether,727,Spain,Female,31,0
617,15719352,Davidson,754,Spain,Male,39,6
618,15766575,Larionova,612,Germany,Female,62,8
619,15594594,Loggia,546,Spain,Male,42,7
620,15646161,Steinhoff,673,Spain,Female,37,8
621,15682585,Guerra,593,France,Male,35,9
622,15603134,Pai,656,Spain,Female,40,10
623,15636444,Craig,535,Germany,Female,53,5
624,15773456,Lazareva,678,Germany,Male,36,3
625,15745307,Ch'iu,477,Spain,Female,48,2
626,15604119,Alderete,850,Spain,Male,35,7
627,15626900,Kung,427,France,Male,29,1
628,15605447,Palermo,752,France,Male,49,2
629,15589030,Ts'ai,649,France,Male,47,1
630,15692463,Rahman,799,Spain,Female,28,3
631,15712403,McMillan,589,France,Female,61,1
632,15811762,Pickering,583,Germany,Female,54,6
633,15718673,Mirams,839,Spain,Female,33,10
634,15724282,Tsao,540,Germany,Male,44,3
635,15738181,Douglas,850,France,Male,31,6
636,15633648,Jideofor,696,Spain,Female,51,5
637,15603323,Bell,660,Spain,Female,33,1
638,15583725,Mairinger,682,France,Male,48,1
639,15588350,McIntyre,744,France,Female,43,10
640,15798398,Pagnotto,785,France,Female,36,4
641,15784844,K'ung,752,Spain,Male,48,5
642,15580684,Feng,706,France,Female,29,5
643,15809663,Donaldson,583,France,Female,27,1
644,15640078,Chambers,660,Germany,Female,39,5
645,15698786,Marcelo,819,France,Female,39,9
646,15569807,Ejimofor,673,France,Female,34,8
647,15730830,Dale,752,France,Female,30,3
648,15805112,Pokrovsky,578,France,Male,38,7
649,15633064,Stonebraker,438,France,Female,36,4
650,15703119,Liang,652,France,Male,38,6
651,15730447,Anderson,629,France,Female,49,4
652,15813850,Christian,720,France,Male,52,7
653,15711889,Mao,668,France,Male,42,3
654,15664610,Campbell,459,Germany,Male,48,4
655,15751710,Ginikanwa,729,Spain,Male,31,8
656,15692926,Toscani,498,Germany,Male,25,8
657,15813741,Nnachetam,549,Spain,Male,25,6
658,15698474,Sagese,601,Germany,Female,54,1
659,15568595,Fleming,544,France,Male,64,9
660,15603065,Grubb,751,France,Female,30,6
661,15592937,Napolitani,632,Germany,Female,41,3
662,15699637,Anenechi,694,Spain,Male,57,8
663,15667215,Chandler,678,France,Male,31,2
664,15788659,Howells,695,France,Male,46,4
665,15763218,Akeroyd,661,France,Female,41,1
666,15645772,Onwumelu,661,France,Male,33,9
667,15725511,Wallace,559,France,Female,31,3
668,15575024,Uwaezuoke,503,France,Male,29,3
669,15640825,Loyau,695,Spain,Male,46,3
670,15662397,Small,640,France,Female,42,5
671,15576368,Bledsoe,624,Germany,Female,48,3
672,15674991,Kao,667,France,Male,42,9
673,15721024,Wickens,642,France,Male,26,0
674,15745621,Wertheim,640,Spain,Female,32,6
675,15642394,He,529,Spain,Male,35,5
676,15754605,Jarvis,563,France,Female,39,5
677,15607040,P'an,593,Spain,Female,38,4
678,15715142,Repina,739,Germany,Male,45,7
679,15810978,Pugliesi,788,Spain,Female,70,1
680,15668886,Blakey,684,Spain,Female,38,3
681,15780804,Nucci,482,France,Male,55,5
682,15613880,Higinbotham,591,Spain,Male,58,5
683,15775238,Achebe,651,Germany,Female,41,4
684,15786905,Russo,749,Germany,Female,40,8
685,15747867,Trevisani,583,France,Male,24,9
686,15600337,Dobie,661,Spain,Male,42,2
687,15801277,Maccallum,715,France,Female,31,2
688,15579334,Watkins,769,Germany,Female,45,5
689,15802741,Mitchel,625,France,Female,51,7
690,15720649,Ferdinand,641,France,Female,36,5
691,15589493,Otitodilinna,716,Germany,Male,27,1
692,15688251,Mamelu,767,France,Male,43,1
693,15665238,Beneventi,745,Germany,Male,36,8
694,15740900,Perrodin,589,France,Male,34,6
695,15681068,Chinagorom,796,France,Female,45,2
696,15748625,Napolitano,664,France,Male,57,6
697,15727299,Edgar,445,Spain,Male,62,1
698,15620204,Walker,543,Germany,Female,57,1
699,15669516,Steele,746,Spain,Male,36,2
700,15736534,Elkins,742,Germany,Male,33,0
701,15803457,Hao,750,France,Female,32,5
702,15659098,Toscano,669,France,Male,30,7
703,15603436,Savage,594,Spain,Female,49,2
704,15566292,Okwuadigbo,574,Spain,Male,36,1
705,15808621,Mordvinova,659,Germany,Male,36,2
706,15580148,Welch,750,Germany,Male,40,5
707,15776231,Kent,626,Germany,Male,35,4
708,15773809,Campbell,620,France,Male,42,4
709,15649423,Cooper,580,France,Female,35,8
710,15734886,Mazzi,686,France,Female,34,3
711,15722548,Fisher,540,France,Male,48,0
712,15650288,Summers,634,Germany,Male,35,6
713,15629448,Brady,632,Spain,Male,38,1
714,15716164,Nicholls,501,France,Female,41,3
715,15807609,Yuan,650,Spain,Female,25,3
716,15578977,Robinson,786,France,Male,34,9
717,15677369,Golubov,554,Germany,Female,37,4
718,15804072,Chen,701,Spain,Female,42,5
719,15696859,Oldham,474,France,Male,45,10
720,15653780,Kambinachi,621,France,Female,43,5
721,15721658,Fleming,672,Spain,Female,56,2
722,15578761,Cunningham,459,Spain,Female,42,6
723,15736879,Obinna,669,France,Male,23,1
724,15571973,Chinwemma,776,France,Female,38,2
725,15626742,Carpenter,694,France,Male,36,3
726,15672692,Yin,787,France,Female,42,10
727,15673570,Olsen,580,France,Male,37,9
728,15767432,Ts'ai,711,France,Female,25,7
729,15654238,Jen,673,France,Female,40,5
730,15612525,Preston,499,France,Female,57,1
731,15812750,Ozioma,591,France,Male,24,6
732,15790757,Cody,769,France,Female,25,10
733,15723873,Ponomarev,657,Spain,Male,31,3
734,15744607,Martin,738,Germany,Male,43,9
735,15612966,Milani,545,Germany,Female,60,7
736,15784209,Tang,497,France,Male,47,6
737,15794278,Romani,816,Spain,Male,67,6
738,15766741,McIntyre,525,France,Male,36,2
739,15661036,Davis,725,France,Male,46,6
740,15705639,Onyemauchechukwu,692,France,Female,28,8
741,15637414,Gell,618,France,Female,24,7
742,15716835,Rossi,546,France,Male,24,8
743,15696231,Chiwetelu,635,France,Male,29,7
744,15641675,Kirillova,611,France,Female,49,2
745,15670755,Shaw,650,France,Male,60,8
746,15640059,Smith,606,France,Male,40,5
747,15787619,Hsieh,844,France,Male,18,2
748,15587535,Onyemauchechukwu,450,Spain,Female,46,5
749,15813034,Martin,727,Spain,Male,38,2
750,15698839,Okwudilichukwu,460,Germany,Male,46,4
751,15790314,Onuoha,649,France,Male,41,0
752,15634245,Muecke,758,Germany,Female,47,9
753,15677305,Hsieh,490,France,Female,35,7
754,15661526,Anderson,815,Germany,Male,37,2
755,15685997,Azubuike,838,Spain,Female,39,5
756,15660101,Nnonso,803,France,Male,31,9
757,15637979,Fuller,664,Germany,Female,36,2
758,15815364,Ashley,736,Spain,Female,28,2
759,15647099,Ts'ui,633,France,Female,37,9
760,15625944,Buccho,664,France,Male,58,5
761,15583212,Chidozie,600,France,Female,43,5
762,15582741,Maclean,693,France,Female,35,5
763,15637876,Burns,663,Germany,Female,36,6
764,15622750,Chu,742,Germany,Female,21,1
765,15672056,Kenenna,710,Germany,Male,43,2
766,15812351,Beluchi,710,Spain,Female,27,2
767,15810864,Williamson,700,France,Female,82,2
768,15677921,Bobrov,720,Germany,Male,60,9
769,15724296,Kerr,684,Spain,Male,41,2
770,15685329,McKenzie,531,France,Female,63,1
771,15584091,Pitts,742,Germany,Female,36,2
772,15640442,Standish,717,France,Male,31,4
773,15639314,Cartwright,589,France,Male,32,2
774,15685320,Johnstone,767,France,Male,36,3
775,15789158,Nikitina,636,Germany,Male,49,6
776,15752137,McElroy,648,France,Male,33,7
777,15712551,Shen,622,Germany,Female,58,7
778,15628936,Archer,692,Spain,Male,28,9
779,15797227,Otutodilinna,754,France,Male,28,8
780,15769974,Shih,679,Spain,Female,35,8
781,15737051,Denisov,639,France,Male,27,8
782,15585595,Owens,774,France,Female,28,1
783,15654060,P'eng,517,France,Male,41,2
784,15745196,Verco,571,France,Female,35,8
785,15571221,Bergamaschi,747,Germany,Male,58,7
786,15660155,Lorenzo,792,Spain,Male,36,5
787,15605284,Outtrim,688,France,Male,26,1
788,15694366,Hou,714,Germany,Male,42,2
789,15600739,Galkin,562,Spain,Female,35,0
790,15653253,Pagnotto,704,Spain,Male,48,8
791,15763431,Echezonachukwu,698,France,Male,36,2
792,15643696,Young,611,France,Male,49,3
793,15707473,Summers,850,Germany,Female,48,6
794,15769504,Munro,743,Germany,Female,34,1
795,15776807,Brennan,654,France,Male,29,1
796,15686870,Ball,761,Germany,Male,36,8
797,15668747,Virgo,702,France,Female,46,9
798,15766908,Trevisani,488,Germany,Male,32,3
799,15570134,Padovano,683,France,Female,35,6
800,15567367,Tao,601,Germany,Female,42,9
801,15747542,Perez,605,France,Male,52,7
802,15762238,Fraser,671,Germany,Female,44,0
803,15681554,Alley,614,Germany,Female,31,7
804,15712825,Howells,511,Spain,Female,29,9
805,15640280,Cameron,850,France,Male,39,4
806,15756026,Hooper,790,Spain,Female,46,9
807,15613319,Rice,793,France,Female,33,0
808,15798906,Cox,628,France,Male,69,5
809,15708917,Martin,598,Germany,Male,53,10
810,15778463,Ikenna,657,France,Female,37,6
811,15699430,Davide,618,France,Female,35,10
812,15649992,Alexander,681,Spain,Male,65,7
813,15578980,Piazza,516,Spain,Female,33,3
814,15775306,Ni,421,Germany,Male,28,8
815,15641655,Black,700,France,Female,26,2
816,15619708,Harker,745,France,Male,25,5
817,15734565,Hughes,696,France,Male,29,8
818,15806438,Chiabuotu,580,Germany,Female,42,2
819,15591969,Kuo,497,Spain,Male,27,9
820,15747807,Gallagher,720,France,Female,43,6
821,15596939,Calabresi,659,Germany,Male,36,4
822,15716155,Shaw,841,France,Female,36,5
823,15765311,Zhirov,642,Spain,Male,34,8
824,15757811,Lloyd,732,Spain,Female,69,9
825,15603830,Palmer,600,Spain,Male,36,4
826,15660602,Ch'eng,464,Germany,Male,33,8
827,15660535,Avent,680,France,Female,47,5
828,15666633,Huang,758,Spain,Male,56,1
829,15596914,Shaw,630,Germany,Female,31,2
830,15639788,Yuan,577,France,Female,39,10
831,15695846,Hawkins,684,France,Female,34,6
832,15726234,Trentini,708,Spain,Female,41,5
833,15797964,Cameron,732,Germany,Female,29,1
834,15625881,Koehler,634,Germany,Male,37,3
835,15780628,Wu,633,France,Female,30,6
836,15575883,Manna,559,France,Male,34,2
837,15585036,Okoli,694,Spain,Female,37,3
838,15589488,Ch'eng,686,Germany,Female,56,5
839,15585888,Nwokezuike,553,Spain,Female,48,3
840,15727915,Artemiev,507,France,Male,36,4
841,15707567,Esposito,732,Germany,Male,50,6
842,15737792,Abbie,818,France,Female,31,1
843,15599433,Fanucci,660,Germany,Male,35,8
844,15672012,Jen,773,Spain,Female,41,5
845,15806983,Moss,640,France,Male,44,3
846,15592222,Lo,505,France,Male,49,7
847,15608968,Averyanov,714,Germany,Male,21,6
848,15586959,Unaipon,468,France,Female,42,5
849,15646558,Clamp,611,Spain,Male,51,1
850,15725811,Lim,705,France,Male,25,0
851,15572265,Wu,646,Germany,Male,46,1
852,15794048,Wan,667,Germany,Female,48,1
853,15677610,Chambers,511,Germany,Female,41,8
854,15745012,Pettit,653,France,Female,43,6
855,15601589,Baresi,675,France,Female,57,8
856,15686436,Newbery,523,Spain,Male,32,4
857,15693864,Iheanacho,567,Germany,Female,49,5
858,15760550,Duncan,741,Spain,Male,39,7
859,15686137,Barry,456,Spain,Male,32,9
860,15809087,Landry,598,France,Male,64,1
861,15807663,McGregor,667,France,Male,43,8
862,15809100,Nucci,548,France,Female,32,2
863,15794916,Pirogov,725,France,Male,41,7
864,15614215,Oguejiofor,717,France,Male,53,6
865,15805449,Ugochukwu,594,France,Male,38,4
866,15686983,Rohu,678,Germany,Female,25,10
867,15808017,Cary,545,France,Male,38,1
868,15756804,O'Loghlen,636,France,Female,48,1
869,15646810,Quinn,603,Germany,Male,44,6
870,15710424,Page,435,France,Male,36,4
871,15799422,Evans,535,France,Female,40,8
872,15692750,McGregor,629,Germany,Female,45,7
873,15794549,Andrews,722,France,Female,35,2
874,15803764,Stanley,561,France,Male,28,7
875,15674840,Chiazagomekpere,645,France,Female,38,5
876,15653762,Chidiebele,501,France,Female,39,9
877,15581229,Gregory,502,Germany,Female,32,1
878,15800228,Bednall,652,Spain,Female,42,4
879,15656333,Jen,574,France,Female,33,3
880,15697497,She,518,France,Female,45,9
881,15585362,Simmons,749,France,Female,60,6
882,15571928,Fraser,679,France,Female,43,4
883,15785519,May,565,France,Male,36,6
884,15743007,Seabrook,643,France,Female,45,4
885,15777211,Herrera,515,France,Male,65,7
886,15721935,Kincaid,521,France,Male,25,7
887,15591711,Sleeman,739,Spain,Male,38,0
888,15625021,Hung,585,France,Male,42,2
889,15702968,Artemieva,733,Germany,Male,74,3
890,15600462,Barwell,542,France,Female,43,8
891,15768104,Wright,788,Spain,Male,37,8
892,15780140,Bellucci,435,Germany,Male,32,2
893,15585255,Moore,577,France,Male,42,9
894,15772781,Ball,703,France,Female,51,3
895,15669987,Sung,728,Germany,Female,35,8
896,15697000,Mello,728,Germany,Male,32,5
897,15733119,Mistry,718,France,Male,35,8
898,15782390,T'ien,621,France,Female,40,6
899,15654700,Fallaci,523,France,Female,40,2
900,15632210,Hill,657,Germany,Male,25,2
901,15642041,Burns,727,Germany,Male,40,1
902,15709737,Hunter,643,France,Male,36,7
903,15792388,Li,645,France,Female,48,7
904,15786014,Ku,568,France,Male,28,5
905,15794580,Ch'en,599,France,Male,58,4
906,15675964,Chukwukadibia,672,France,Female,45,9
907,15814275,Zikoranachidimma,685,France,Male,33,6
908,15724848,Oluchukwu,516,France,Female,46,1
909,15754713,Rivera,685,Spain,Male,31,10
910,15693814,Niu,806,Spain,Male,25,7
911,15599660,Bennett,604,France,Male,36,6
912,15746490,Wollstonecraft,648,Spain,Female,53,6
913,15566091,Thomsen,545,Spain,Female,32,4
914,15655961,Palermo,756,Germany,Male,27,1
915,15710404,Chinwendu,569,France,Male,35,10
916,15775625,McKenzie,596,France,Male,47,6
917,15792328,James,475,France,Male,39,6
918,15719856,Lamb,646,France,Female,45,3
919,15593773,Olejuru,784,Spain,Male,35,3
920,15733114,Hay,552,Spain,Male,45,9
921,15797748,Lu,729,France,Male,44,5
922,15743411,Chiawuotu,609,Spain,Male,61,1
923,15753337,Yeates,555,France,Male,51,5
924,15601026,Gallagher,572,Germany,Female,19,1
925,15658485,Heath,785,France,Female,34,9
926,15636731,Ts'ai,714,Germany,Female,36,1
927,15628303,Thurgood,738,Spain,Male,35,3
928,15633461,Pai,639,Germany,Male,38,5
929,15677135,Lorenzo,520,Germany,Male,61,8
930,15590876,Knupp,764,France,Female,24,7
931,15790782,Baryshnikov,661,Spain,Male,39,6
932,15700476,Azubuike,564,Germany,Male,41,9
933,15634141,Shephard,708,Germany,Female,42,8
934,15737795,Scott,512,Spain,Male,36,1
935,15790299,Williamson,592,Spain,Male,37,9
936,15675316,Avdeeva,619,France,Female,38,3
937,15613630,Tang,775,France,Male,52,8
938,15662100,Hsu,850,Germany,Female,44,5
939,15668032,Buchanan,577,France,Female,37,4
940,15599289,Yeh,724,France,Female,37,10
941,15754084,Palazzi,710,Spain,Male,35,1
942,15676521,Y?an,696,France,Female,31,8
943,15804586,Lin,376,France,Female,46,6
944,15781465,Schofield,675,Germany,Female,29,8
945,15729362,Lombardi,745,France,Male,36,8
946,15709295,Wall,697,Spain,Female,25,5
947,15745324,Milani,599,Spain,Female,39,4
948,15741336,Ejimofor,715,France,Female,38,5
949,15783659,Blackburn,659,France,Male,67,4
950,15620981,Wickham,684,France,Female,48,3
951,15630328,Bird,635,France,Female,48,8
952,15785899,Ch'en,789,Germany,Male,33,8
953,15606149,Wood,571,Germany,Female,66,9
954,15671139,Brizendine,694,Spain,Male,39,0
955,15660429,Ch'in,665,Spain,Female,42,2
956,15571002,Yusupov,706,France,Female,44,4
957,15631681,Jibunoh,807,Spain,Female,43,0
958,15731522,Ts'ui,771,Spain,Female,67,8
959,15619529,Ndukaku,531,Spain,Male,27,8
960,15628034,Wilder,629,France,Female,37,6
961,15686164,Maclean,850,Germany,Female,31,1
962,15582797,Ch'iu,685,Spain,Male,35,4
963,15753831,Cox,642,Spain,Male,32,7
964,15731815,Nepean,529,Spain,Male,63,4
965,15580956,McNess,683,Germany,Female,43,4
966,15602084,Coles,663,France,Female,42,5
967,15589805,Benson,563,France,Female,34,6
968,15720893,Gilbert,637,Spain,Female,34,9
969,15641009,Wilhelm,544,France,Male,37,3
970,15605926,Sinclair,649,Germany,Male,70,9
971,15805955,L?,638,France,Female,48,10
972,15801488,Buckner,723,France,Male,25,3
973,15605918,Padovesi,635,Germany,Male,43,5
974,15779711,Gray,750,Spain,Female,38,7
975,15705620,Lu,730,France,Male,34,5
976,15685357,Wright,750,Spain,Female,36,8
977,15570060,Palerma,586,France,Female,43,8
978,15582616,Y?an,520,France,Female,38,4
979,15799515,Wei,652,France,Female,48,8
980,15642937,Padovesi,550,France,Female,46,7
981,15624729,Tsao,594,France,Male,27,0
982,15566156,Franklin,749,Germany,Female,44,0
983,15792360,Clark,668,France,Male,32,7
984,15807008,McGregor,614,Germany,Female,35,6
985,15704770,Pan,773,France,Male,25,1
986,15756475,Kenniff,551,Germany,Male,31,9
987,15655339,Spencer,566,France,Male,36,1
988,15613749,Lees,569,Spain,Male,34,0
989,15664521,David,659,Spain,Male,31,7
990,15681206,Hsing,722,France,Female,49,3
991,15745527,Burke,655,France,Male,37,5
992,15806926,Watson,615,France,Female,35,2
993,15724563,Hawkins,752,Germany,Female,42,3
994,15782899,Ginn,661,Spain,Female,28,7
995,15623521,Sozonov,838,Spain,Male,43,9
996,15810218,Sun,610,Spain,Male,29,9
997,15645621,Hunter,811,Spain,Male,44,3
998,15608114,Manfrin,587,Spain,Male,62,7
999,15659557,Artamonova,811,Germany,Female,28,4
1000,15787772,Hansen,759,France,Female,38,1
1001,15691111,Pai,648,Germany,Female,42,8
1002,15592089,Larsen,788,France,Female,43,10
1003,15633897,Owen,725,Germany,Male,39,1
1004,15701301,Murphy,646,France,Female,42,3
1005,15723685,Ekechukwu,601,Germany,Female,26,7
1006,15701602,Ayers,521,Germany,Male,52,5
1007,15739189,Johnson,561,Spain,Female,33,6
1008,15573086,Millar,564,France,Male,42,7
1009,15569050,Farrell,444,France,Male,45,6
1010,15750765,Sanders,650,Spain,Male,71,0
1011,15799811,Herrera,724,France,Male,40,10
1012,15698442,Eberechukwu,719,Spain,Male,35,3
1013,15655274,Bardin,548,France,Female,29,4
1014,15603594,Nwankwo,635,Spain,Male,24,4
1015,15585961,Talbot,496,Spain,Female,43,3
1016,15686936,McGregor,676,France,Female,37,5
1017,15770424,Onyeorulu,541,Germany,Male,40,7
1018,15587451,Goold,778,Germany,Male,41,7
1019,15602010,Zikoranaudodimma,850,Germany,Female,45,5
1020,15600583,Garner,633,France,Male,31,1
1021,15654673,Onyinyechukwuka,625,France,Male,49,6
1022,15717164,Genovese,485,Spain,Male,32,6
1023,15765014,Mai,547,France,Female,48,1
1024,15682639,Marshall,642,France,Male,32,3
1025,15729279,Naylor,718,France,Female,25,4
1026,15759805,Pinto,582,France,Female,32,4
1027,15767864,Fulton,628,France,Male,33,6
1028,15769948,Palerma,737,Germany,Male,35,0
1029,15686345,McCaffrey,828,Spain,Male,34,9
1030,15688071,Collins,609,Spain,Male,53,10
1031,15681174,Zuev,730,France,Male,39,1
1032,15667521,Crawford,631,France,Female,22,3
1033,15750243,Genovese,830,Spain,Male,40,4
1034,15695475,Maclean,645,France,Male,29,1
1035,15689176,Fabro,663,France,Male,46,3
1036,15652955,Price,678,Spain,Male,30,0
1037,15668958,Chatfield,521,France,Male,30,2
1038,15631054,Volkova,625,France,Female,24,1
